"","name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","region","locale","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"586","Campbellsville University","Kentucky","KY","Private",2,8000,25400,33400,25400,33400,3427,24,37600,66800,50,7,"Campbellsville University","3",0,"3",4,2,21,"5","32","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,23306,11767,5710,5777,0.417,0.2387,0.3594,24.49048496,0.466484268,34000,6.099999905,0.466484268,47586.61,11.94999981,3.5,1986,6,17,375,56,4,2648,41,54,226,499
"587","University of North Carolina at Charlotte","North Carolina","NC","Public",2,11100,7044,18144,20478,31578,27238,8,52500,92600,49,25,"University of North Carolina at Charlotte","3",0,"3",4,1,37,"5","11","0","0","0",1,"0","0","0","0","0",0.794461357,1184,1,12018,7937,9155,9839,0.7066,0.3489,0.6542,22.01814396,0.284007255,44089,8.109999657,0.284007255,65762.02,6.769999981,3.130000114,13477,81,1343,4410,2000,30,16102,856,723,1693,8720
"588","Bethany College","Kansas","KS","Private",2,10605,28475,39080,28475,39080,3696,23,39100,73200,61,17,"Bethany College","3",0,"3",3,2,20,"4","33","0","0","0",1,"0","0","0","0","0",0.718690522,1017,1,24681,10520,5912,4668,1,0.4633,0.3238,20.5427975,0.33258427,45677,6.960000038,0.33258427,57710.76,7.599999905,3.029999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","University of Wisconsin-Platteville","Wisconsin","WI","Public",2,7580,7571,15151,15421,23001,3696,4,56800,100300,50,38,"University of Wisconsin-Platteville","3",0,"3",4,1,55,"3","32","0","0","0",1,"0","0","0","0","0",0.875678821,1150,1,9284,6207,6705,7335,0.8,0.2301,0.5754,20.79348199,0.287356322,71248,6.610000134,0.287356322,61602.16,4.800000191,2.819999933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Agnes Scott College","Georgia","GA","Private",2,12330,41160,53490,41160,53490,873,14,46000,83600,57,26,"Agnes Scott College","3",0,"3",4,2,13,"5","21","0","0","0",1,"0","0","0","0","1",0.698461538,1180,1,10640,16707,15914,9450,0.6444,0.4083,0.7359,19.9525,0.211956522,45206,11.56999969,0.211956522,69580.95,7.679999828,3.24000001,867,1,41,288,78,2,284,52,23,104,462
"591","Miles College","Alabama","AL","Private",2,7042,11604,18646,11604,18646,1782,25,34800,65100,64,19,"Miles College","3",0,"3",3,2,1,"5","21","1","0","0",1,"0","0","0","0","0",0.760658545,1180,1,14443,4779,4111,4917,0.6964,0.7826,0.2368,21.32274011,0.416458853,17702.5,5.920000076,0.416458853,43157.79,18.19000053,5.25,871,0,0,1732,5,1,30,10,4,0,1748
"592","University of the Cumberlands","Kentucky","KY","Private",2,9000,23000,32000,23000,32000,5736,17,39800,73800,63,8,"University of the Cumberlands","3",0,"3",4,2,21,"5","33","0","0","0",1,"0","0","0","0","0",0.850252641,1070,1,12421,10105,2298,5702,0.255,0.472,0.4419,24.53899083,0.397660819,38747,6.050000191,0.397660819,44968.88,15.39999962,3.430000067,3667,18,30,310,95,2,4488,19,662,112,474
"593","Michigan Technological University","Michigan","MI","Public",2,10756,15646,26402,33726,44482,7099,2,65000,116300,47,81,"Michigan Technological University","3",0,"3",4,1,26,"3","33","0","0","0",1,"0","0","0","0","0",0.857480413,1256,1,7519,15397,11481,10912,0.8923,0.202,0.7058,19.88658228,0.18537859,77439,7.619999886,0.18537859,61737.2,5.980000019,3.450000048,1867,33,82,95,117,8,5301,156,214,1093,491
"594","Kennesaw State University","Georgia","GA","Public",2,11467,7432,18899,21158,32625,25714,5,52500,94600,46,22,"Kennesaw State University","3",0,"3",4,1,13,"5","21","0","0","0",1,"0","0","0","0","0",0.815870422,1150,1,15961,5943,5627,8241,0.6423,0.3497,0.4775,22.63983374,0.269377383,43182,9.640000343,0.269377383,79803.8,5.059999943,2.50999999,14933,60,861,4845,1862,39,15708,1018,773,548,8685
"595","West Virginia University","West Virginia","WV","Public",2,10918,8856,19774,24950,35868,29175,2,54400,99900,52,22,"West Virginia University","3",0,"3",4,1,54,"5","13","0","0","0",1,"0","0","0","0","0",0.886459724,1148,1,9570,13457,11207,10947,0.7605,0.2174,0.6288,20.54234904,0.303916338,60096,9.510000229,0.303916338,57483.6,9.159999847,3.359999895,14076,42,545,1232,935,25,23350,867,131,2048,3646
"596","Boston College","Massachusetts","MA","Private",2,14478,55464,69942,55464,69942,14317,11,63600,115400,43,13,"Boston College","3",0,"3",4,2,25,"1","13","0","0","0",1,"0","0","0","0","0",0.190408071,1485,1,13685,38133,23682,15909,0.5858,0.1299,0.9124,19.46906475,0.131895687,103007,16.15999985,0.131895687,83893.95,5.929999828,2.880000114,7808,15,1144,575,1238,1,8299,375,1269,1401,3348
"597","Mid-America Christian University","Oklahoma","OK","Private",2,8036,18334,26370,18334,26370,2688,21,40700,74100,71,0,"Mid-America Christian University","3",0,"3",4,2,40,"6","11","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,16887,11843,3541,5081,1,0.5813,0.3943,33.94797246,0.497824195,29648,6.289999962,0.497824195,51555.64,10.22999954,3.220000029,1733,105,14,743,180,10,1431,100,93,12,1152
"598","Webb Institute","New York","NY","Private",2,15050,50175,65225,50175,65225,90,3,80800,141800,52,100,"Webb Institute","3",0,"3",3,2,36,"2","21","0","0","0",1,"0","0","0","0","0",0.204545455,1463,1,14200.5,34,28823,10675,0.5625,0.0693,0.8,19.375,0.296914538213626,126242,12.35000038,0.296914538213626,77290.33,4.420000076,2.730000019,12,0,8,0,0,0,76,4,1,1,12
"599","Rutgers University","New Jersey","NJ","Public",2,12706,14974,27680,31282,43988,3696,4,59800,111000,42,29,"Rutgers University-New Brunswick","3",0,"3",4,1,34,"2","13","0","0","0",1,"0","0","0","0","0",0.718203365,1332,1,7691,14239,15585,12750,0.5775,0.2853,0.8409,21.83594444,0.345829486,43359.5,11.73999977,0.345829486,82669.68,6.019999981,3.529999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Cornell College","Iowa","IA","Private",2,9384,42299,51683,42299,51683,1086,6,49600,90600,47,22,"Cornell College","3",0,"3",3,2,19,"4","31","0","0","0",1,"0","0","0","0","0",0.81100141,1283,1,17165,16039,12307,7781,1,0.2365,0.6555,19.76853933,0.195754717,80000,9.739999771,0.195754717,67428.42,5.449999809,2.890000105,577,4,26,55,140,3,720,46,44,48,274
"601","Westminster College","Utah","UT","Private",2,9524,34300,43824,34300,43824,3696,5,51700,92200,55,10,"Westminster College","3",0,"3",4,2,49,"7","12","0","0","0",1,"0","0","0","0","0",0.757311442,1265,1,20328,17998,12953,8011,1,0.2405,0.6626,22.31520396,0.268774704,56805,9.800000191,0.268774704,70649.66,5.769999981,3.150000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Midland University","Nebraska","NE","Private",2,8776,32558,41334,32558,41334,1362,13,43800,78100,60,7,"Midland University","3",0,"3",4,2,31,"4","32","0","0","0",1,"0","0","0","0","0",0.637492608,1076,1,17216,11911,5761,6319,1,0.2586,0.4441,20.52876377,0.341238472,61980,5.75,0.341238472,56723.06,6.050000191,2.180000067,683,5,10,68,38,6,878,92,200,65,219
"603","Plymouth State University","New Hampshire","NH","Public",2,11100,14099,25199,22769,33869,4855,12,47000,82200,50,6,"Plymouth State University","3",0,"3",4,1,33,"1","33","0","0","0",1,"0","0","0","0","0",0.916715286,1180,1,16158,10628,10088,8730,0.4758,0.2913,0.5504,19.99052133,0.270225188,73031.5,11.10000038,0.270225188,74160.31,4.309999943,2.549999952,2524,13,100,101,122,0,3785,61,547,126,397
"604","Nebraska Methodist College of Nursing and Allied Health","Nebraska","NE","Private",2,9586,18048,27634,18048,27634,3696,5,51300,89800,84,0,"Nebraska Methodist College of Nursing & Allied Health","3",0,"3",4,2,31,"4","11","0","0","0",1,"0","0","0","0","0",0.838095238,1180,1,19268,13695,8797,5791,0.9028,0.3354,0.6875,26.60074627,0.302970297,51893.5,8.529999733,0.302970297,66507.51,4.929999828,2.180000067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","SUNY Downstate Medical Center","New York","NY","Public",2,10480,7481,7481,16931,16931,3696,21,64000,109300,83,0,"SUNY Downstate Health Sciences University","3",0,"3",4,1,36,"2","11","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,14200.5,23426,52442,12461,0.779,0.1337,0.6135,29.01219512,0.379146919,25374.5,11.72999954,0.379146919,63618.17,13.78999996,4.690000057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","California Maritime Academy","California","CA","Public",2,12576,7135,19711,13273,25849,3696,8,70500,129600,57,15,"California State University Maritime Academy","3",0,"3",4,1,6,"8","12","0","0","0",1,"0","0","0","0","0",0.820895522,1180,1,11441,7206,20532,10310,0.7614,0.2734,0.6455,21.15920398,0.199475066,64087,10.88000011,0.199475066,78248.99,6.380000114,3.579999924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Maryville University of Saint Louis","Missouri","MO","Private",2,10088,28470,38558,28470,38558,5931,18,46800,80100,53,2,"Maryville University of Saint Louis","3",0,"3",4,2,29,"4","21","0","0","0",1,"0","0","0","0","0",0.915378128,1132,1,20428,11080,6467,9172,0.1554,0.3499,0.7389,23.956346,0.295873573,54390,9.130000114,0.295873573,70678.19,5.199999809,2.809999943,4688,39,164,577,219,13,4420,142,246,111,1154
"608","Maryland Institute College of Art","Maryland","MD","Private",2,13280,48630,61910,48630,61910,2262,24,49000,84500,40,0,"Maryland Institute College of Art","3",0,"3",4,2,24,"2","11","0","0","0",1,"0","0","0","0","0",0.857469015,1180,1,17959,28417,17351,8083,0.178,0.2246,0.7366,20.5,0.173819743,73007,15.35999966,0.173819743,80395.11,5.449999809,2.880000114,1624,3,259,137,140,3,1167,116,136,301,658
"609","Southern University at New Orleans","Louisiana","LA","Public",2,9040,9371,18411,11160,20200,2103,22,40100,71000,76,13,"Southern University at New Orleans","3",0,"3",4,1,22,"5","11","1","0","0",1,"0","0","0","0","0",0.792867982,1180,1,14301,3855,5897,6913,0.736,0.5368,0.1893,26.01320755,0.496009122,16552,7.590000153,0.496009122,43920.92,19.72999954,5.059999943,1603,3,10,1771,13,0,50,0,256,0,1797
"610","Anderson University","South Carolina","SC","Private",2,9830,28000,37830,28000,37830,3696,22,39900,70100,51,5,"Anderson University","3",0,"3",4,2,45,"5","13","0","0","0",1,"0","0","0","0","0",0.502882483,1180,1,16000,14232,6600,6850,0.9749,0.2267,0.6049,22.54558824,0.253456221,64915.5,6.5,0.253456221,56100.72,8.300000191,2.839999914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Wayne State University","Michigan","MI","Public",2,10427,13347,23774,28241,38668,27578,12,50800,91700,53,21,"Wayne State University","3",0,"3",4,1,26,"3","11","0","0","0",1,"1","0","0","0","0",0.632567025,1155,1,12536,10911,12359,11081,0.5855,0.4303,0.5392,23.01310228,0.376020088,28605.5,7.639999866,0.376020088,61912.62,11.52999973,4.650000095,15409,82,2057,4881,983,35,15004,689,1572,2275,8727
"612","Seattle Pacific University","Washington","WA","Private",2,11796,42939,54735,42939,54735,4217,6,53600,103400,52,9,"Seattle Pacific University","3",0,"3",4,2,53,"8","11","0","0","0",1,"0","0","0","0","0",0.919476944,1178,1,18991,21214,13320,8706,0.5102,0.3309,0.6572,20.80200501,0.228699552,62276,10.43000031,0.228699552,72206.46,5.760000229,3.390000105,2853,19,430,152,334,11,2682,292,142,155,1238
"613","University of Wisconsin-Oshkosh","Wisconsin","WI","Public",2,7448,8820,16268,16393,23841,3696,19,47700,84300,52,10,"University of Wisconsin-Oshkosh","3",0,"3",4,1,55,"3","13","0","0","0",1,"0","0","0","0","0",0.898873768,1065,1,10186,6003,8233,7674,0.6661,0.1677,0.5535,21.69241266,0.31023297,65029,6.329999924,0.31023297,64650.08,4.150000095,2.680000067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Tennessee State University","Tennessee","TN","Public",2,7806,8008,15814,21364,29170,9027,19,47200,78400,68,14,"Tennessee State University","3",0,"3",4,1,47,"5","11","1","0","0",1,"0","0","0","0","0",0.760658545,1180,1,11524,4374,10641,7849,0.7276,0.4888,0.3039,22.24676041,0.374283896,25504,6.989999771,0.374283896,53809.87,12.28999996,4.239999771,5509,14,91,5750,112,0,1834,276,72,878,6243
"615","Bentley University","Massachusetts","MA","Private",2,16320,49880,66200,49880,66200,5565,9,66600,116600,36,7,"Bentley University","3",0,"3",4,2,25,"1","13","0","0","0",1,"0","0","0","0","0",0.609386747,1335,1,23076,31450,14145,15113,0.6157,0.1377,0.888,19.81118314,0.155536771,106565.5,14.60000038,0.155536771,82419.5,5.03000021,2.569999933,2385,4,433,149,325,0,3138,102,233,1181,1013
"616","Valdosta State University","Georgia","GA","Public",2,8110,7476,15586,20958,29068,11563,19,43400,81000,57,7,"Valdosta State University","3",0,"3",4,1,13,"5","13","0","0","0",1,"0","0","0","0","0",0.763699422,1044,1,12057,5654,4684,7374,0.7152,0.519,0.4064,22.32045556,0.307543051,35444,7.159999847,0.307543051,57353.47,10.73999977,3.24000001,7081,33,129,3858,485,14,6368,341,49,286,4860
"617","Connecticut College","Connecticut","CT","Private",2,15150,54820,69970,54820,69970,1900,8,57500,100800,36,30,"Connecticut College","3",0,"3",3,2,9,"1","13","0","0","0",1,"0","0","0","0","0",0.409528769,1416,1,18628,26046,15305,9524,0.7407,0.1623,0.8146,19.53346856,0.140425532,89003,17.44000053,0.140425532,83703.47,6.559999943,3.049999952,1174,0,67,62,163,0,1363,52,91,102,344
"618","Columbia International University","South Carolina","SC","Private",2,8150,23690,31840,23690,31840,1103,25,36600,66200,62,0,"Columbia International University","3",0,"3",4,2,45,"5","12","0","0","0",1,"0","0","0","0","0",0.456273764,1049,1,19328,10003,6485,5030,0.9412,0.3676,0.6533,22.4796748,0.24137931,49959.5,9.069999695,0.24137931,64434.93,7.260000229,3.25,533,3,34,198,28,0,722,20,38,60,283
"619","Spalding University","Kentucky","KY","Private",2,7600,24500,32100,24500,32100,2311,13,44800,79200,71,0,"Spalding University","3",0,"3",4,2,21,"5","11","0","0","0",1,"0","0","0","0","0",0.897841727,1045,1,21059,17435,9378,6791,0.6084,0.4129,0.5,24.6746988,0.350083752,33885.5,8.180000305,0.350083752,55916.29,10.61999989,3.349999905,1698,3,32,425,66,5,1448,57,267,8,588
"620","Hood College","Maryland","MD","Private",2,12700,39492,52192,39492,52192,2365,25,47900,82600,49,32,"Hood College","3",0,"3",4,2,24,"2","13","0","0","0",1,"0","0","0","0","0",0.767857143,1180,1,14747,16072,9770,7968,0.4249,0.3901,0.6323,21.52991453,0.311111111,52820,11.09000015,0.311111111,78949.51,4.559999943,2.529999971,1502,1,78,255,138,0,1569,73,96,155,545
"621","Western New England University","Massachusetts","MA","Private",2,13590,36804,50394,36804,50394,3922,20,56400,103000,44,21,"Western New England University","3",0,"3",4,2,25,"1","12","0","0","0",1,"0","0","0","0","0",0.898825372,1209,1,23874,21690,11145,9759,0.6696,0.2398,0.6347,19.97542135,0.245495496,83848.5,11.81999969,0.245495496,76363.81,5.150000095,2.900000095,1761,10,147,234,273,2,2752,42,351,111,708
"622","Xavier University of Louisiana","Louisiana","LA","Private",2,9047,24488,33535,24488,33535,2976,11,46700,88200,63,35,"Xavier University of Louisiana","3",0,"3",4,2,22,"5","11","1","0","0",1,"0","0","0","0","0",0.954068441,1119,1,16790,14110,9297,9315,0.7761,0.5105,0.4988,19.79942693,0.26572327,33111.5,7.769999981,0.26572327,55657.89,14.36999989,4.78000021,2159,4,384,2088,77,0,211,78,38,96,2631
"623","Oklahoma City University","Oklahoma","OK","Private",2,8896,31026,39922,31026,39922,3035,7,47700,87900,58,9,"Oklahoma City University","3",0,"3",4,2,40,"6","11","0","0","0",1,"0","0","0","0","0",0.792353823,1200,1,21590,17837,14586,7517,0.5778,0.2121,0.6764,24.11780822,0.267935578,65071.5,9.430000305,0.267935578,59190.63,9.020000458,3.00999999,1778,87,74,162,203,1,1791,200,20,497,727
"624","Brigham Young University-Idaho","Idaho","ID","Private",2,4592,4118,8710,4118,8710,3696,2,53700,93500,59,14,"Brigham Young University-Idaho","3",0,"3",3,2,16,"7","32","0","0","0",1,"0","0","0","0","0",0.96567299,1129,1,2897,2600,4517,9252,NA,0.2814,0.531,23.94258023,0.243489831,42100,8.06000042,0.243489831,58959.59,7.940000057,3.619999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","University of Connecticut","Connecticut","CT","Public",2,12874,15730,28604,38098,50972,26541,6,59100,105200,48,24,"University of Connecticut","3",0,"3",4,1,9,"1","21","0","0","0",1,"0","0","0","0","0",0.608409375,1277,1,14296,15891,22290,12984,0.6721,0.2302,0.8305,20.32132325,0.266493293,67737,13.06999969,0.266493293,80999.86,4.960000038,3.059999943,13359,41,2320,1353,1928,16,15600,597,1986,2700,6255
"626","Missouri Western State University","Missouri","MO","Public",2,10480,6466,6466,14137,14137,5834,22,43400,77700,53,14,"Missouri Western State University","3",0,"3",4,1,29,"4","13","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,10968,6322,6041,7058,0.5985,0.3161,0.3605,22.08848668,0.396895787,36641,5.639999866,0.396895787,51145.93,8.920000076,3.390000105,3391,29,74,600,60,12,4586,163,192,118,938
"627","Franklin & Marshall College","Pennsylvania","PA","Private",2,14050,56750,70800,56750,70800,2209,11,57200,109700,42,23,"Franklin and Marshall College","3",0,"3",3,2,42,"2","13","0","0","0",1,"0","0","0","0","0",0.375388601,1180,1,15089,33526,18653,10137,0.8532,0.2076,0.8401,19.35609756,0.194827586,84574,15.26000023,0.194827586,85312.46,5.260000229,2.819999933,1131,2,101,122,177,0,1307,44,156,300,446
"628","Brigham Young University-Hawaii","Hawaii","HI","Private",2,6586,5560,12146,5560,12146,3696,1,51700,93900,57,12,"Brigham Young University-Hawaii","3",0,"3",3,2,15,"8","31","0","0","0",1,"0","0","0","0","0",0.876888218,1185,1,10473,3265,12769,10015,1,0.1639,0.6893,21.82378855,0.191904048,39517,9.819999695,0.191904048,69190.39,8.659999847,3.660000086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","University of Akron","Ohio","OH","Public",2,12200,11463,23663,17750,29950,23962,20,50700,89200,48,22,"University of Akron Main Campus","3",0,"3",4,1,39,"3","12","0","0","0",1,"0","0","0","0","0",0.849542383,1180,1,19754,7816,8610,10122,0.446,0.2946,0.5432,21.54619899,0.363649786,44867,7.079999924,0.363649786,58778.75,8.119999886,3.25999999,11697,43,578,2806,554,17,17240,699,635,1390,4697
"630","Wright State University","Ohio","OH","Public",2,11832,9254,21086,18398,30230,16842,24,50300,87800,49,31,"Wright State University-Main Campus","3",0,"3",4,1,39,"3","21","0","0","0",1,"0","0","0","0","0",0.962537678,1074,1,12494,10419,12333,9714,0.6229,0.3089,0.4368,21.85390215,0.351262948,45025,7.949999809,0.351262948,61970.64,6.550000191,2.940000057,8687,38,454,1939,450,19,11382,582,116,1862,3482
"631","University of Montana","Montana","MT","Public",2,9544,7244,16788,24959,34503,3696,4,46500,87800,51,8,"The University of Montana","3",0,"3",4,1,30,"7","13","0","0","0",1,"0","0","0","0","0",0.821374257,1126,1,11789,9731,10682,8380,0.671,0.3123,0.4584,23.2686372,0.302325581,36050,9.130000114,0.302325581,50573.68,9.840000153,4.179999828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Old Dominion University","Virginia","VA","Public",2,11620,10872,22492,29772,41392,24932,14,50200,89900,52,19,"Old Dominion University","3",0,"3",4,1,51,"5","12","0","0","0",1,"0","0","0","0","0",0.962314147,1126,1,13756,7821,11212,9341,0.9545,0.3574,0.5065,23.6039982,0.332137112,38019.5,8.949999809,0.332137112,63797.48,7.599999905,3.039999962,13718,89,995,5980,1578,98,13037,1319,1016,820,10059
"633","Stonehill College","Massachusetts","MA","Private",2,16000,42746,58746,42746,58746,2284,19,55900,103200,42,18,"Stonehill College","3",0,"3",4,2,25,"1","21","0","0","0",1,"0","0","0","0","0",0.720044327,1180,1,19716,21300,13183,9590,0.6182,0.123,0.8331,19.43043043,0.163900415,111481,12.43999958,0.163900415,81416.9,4.900000095,2.660000086,1353,1,51,99,103,1,1909,41,61,18,296
"634","University of the Ozarks","Arkansas","AR","Private",2,7400,24230,31630,24230,31630,587,14,42300,74500,58,16,"University of the Ozarks","3",0,"3",3,2,5,"5","33","0","0","0",1,"0","0","0","0","0",0.553701773,1061,1,11128,11974,9289,6875,0.7969,0.3541,0.4816,20.13483146,0.346875,40931.5,5.840000153,0.346875,51329.59,10.18999958,3.480000019,306,4,1,33,86,0,396,22,9,36,146
"635","Charles R Drew University of Medicine and Science","California","CA","Private",2,10480,17440,17440,17440,17440,3696,5,78300,135700,52,3,"Charles R Drew University of Medicine and Science","2",0,"2",4,2,6,"8","21","0","0","0",1,"0","0","0","0","0",0.632911392,1180,1,25594,26360,22913,9170,0.2663,0.5256,0.6667,28.51612903,0.47706422,23199.5,6.46999979,0.47706422,55906.67,16.43000031,5.309999943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Lenoir-Rhyne University","North Carolina","NC","Private",2,12510,36400,48910,36400,48910,2050,10,46400,86300,54,7,"Lenoir-Rhyne University","3",0,"3",4,2,37,"5","13","0","0","0",1,"0","0","0","0","0",0.857231277,1180,1,19196,13507,7635,7484,1,0.3584,0.4697,20.43873085,0.31660693,44652.5,6.380000114,0.31660693,58700.84,6.739999771,2.619999886,1281,12,30,266,60,1,1513,52,79,37,421
